Reviews,Comments
4.5 of 5 bubbles,"The Triangle Diner is the place to go for breakfast if you are anywhere near Saratoga Springs, NY. The servings are plentiful, the menu diverse and the food is simply delicious! From French toast and pancakes and biscuits and sausage gravy, to corned beef hash,...More"
4.5 of 5 bubbles,I was not looking for a great culinary experience when a group of friends and I decided to venture into Well 80.  I am not really a beer drinker but I am a fan of seared animal flesh with a side of anything that will...More
4.5 of 5 bubbles,"My husband and I absolutely love the food, the atmosphere and the staff! The food is hands down the BEST that we have ever had! We highly recommend."
4.5 of 5 bubbles,"Not a cheap place at all - beware! However, totally worth every penny. Food is amazing and service is also very good. Feeling like oysters in NY? Just go there. Wil not regret it."
4.5 of 5 bubbles,"The bread is always the best! We had the prosciutto flatbread, and it was so savory that my mouth watered. The special of the day, the verde trio, had scallops, shrimp, and crab meat in a white wine sauce. It was delicious and was just...More"
4 of 5 bubbles,
4.5 of 5 bubbles,We had the grilled lamb which came with potatoes and the chicken biryani which came with basmati rice. The potatoes were not flavorful but the basmati rice with curry was. The meats were both flavorful. Higher prices are justified by the bigger portions. One thing...More
4 of 5 bubbles,"John Howie Steak is an outstanding that is outstanding in virtually every way.  That said it's also very expensive but, on special occasions, worth it.  The restaurant adds an automatic 20% service charge to the entire bill that is NOT shared with the staff.  That...More"
4.5 of 5 bubbles,"This Spanish/Basque restaurant is in the Ironbound district but not on Ferry Street. That may make it more of a destinations for locals; I did get to speak Spanish with some men, born in Galicia, eating at the bar. All entrees come with a thick,...More"
4.5 of 5 bubbles,"First time for lunch here, I was anxious to find out the difference between lunch and dinner menu. The standard cooked items are pretty similar. The sushi and seafood selection selection is a lot less in lunch. There is no Peking duck wrap and the...More"
4 of 5 bubbles,"This was our first visit to this chain. It was definitely not our last.
The employees were all great. They were friendly and efficient.
The food was excellent.
I would highly recommend it."
4 of 5 bubbles,"The ""Hot Mess"" was fantastic!
Great waitstaff good breakfast vibe.
The TV memes are hysterical! ðŸ¤£ðŸ¤£"
4.5 of 5 bubbles,
4 of 5 bubbles,Dinner with friends be for a show. The four of us ordered different entrees an each on of us was  delighted with our choices. Waiter was pleasant and knowledgeable. It was an enjoyable experience. We will be back.
4 of 5 bubbles,"My wife and I celebrated our 30th wedding anniversary with our family this is the 3rd time here and each time we are amazed at how good the service and the food are, especially the steak asada with the enchilladas."
4.5 of 5 bubbles,Awesome customer service and great steak. Always a good location for a business meeting. You must try!
4 of 5 bubbles,
4.5 of 5 bubbles,
4 of 5 bubbles,"I had the Grilled Chicken with their fabulous sweet potato. Of course, canâ€™t skip the bread and side salad. The salad was crisp and cold, just the way it should be. The bread was warm and delicious (always my downfall). The chicken was moist and...More"
4.5 of 5 bubbles,"Their sliced brisket sandwich was amazing!! Little place, but the level of smoke and tenderness was good."
4.5 of 5 bubbles,
4.5 of 5 bubbles,The hostness greeted us with a wonderful smile. Our server Alyssa was friendly and efficent. The food is always delicious and the restroom was clean.
4 of 5 bubbles,"The traditional bar singing, dollar bills on the wall, fun staff great drinks. Fish and chip and the shepherds pie are my suggestions."
4 of 5 bubbles,"We went on the evening of the 22nd of January 2020. We were late enough they were out of somethings, but what they had was very good. We got the venison sausage, pulled pork smoked turkey and the brisket. All the meats were tasty. We...More"
4.5 of 5 bubbles,"Very nice place to to go for a meal. They have great happy hour and wonderful servers and very nice atmosphere. Food is tasty, love to come back and try more."
4 of 5 bubbles,"White Manna has been around since 1939, serving award winning sliders; a mini burger that can be eaten in just two or three bites. But what's even more fun is that the building itself can only hold around fifteen customers, so it is not unheard...More"
4 of 5 bubbles,I love Asian dumplings and this place did not disappoint. Located in the back of an Asian inspired mall on Main Street made for an adventure finding this restaurant decorated in a welcoming Oriental Motif. Romantic for a first date and subsequent date nights. The...More
4 of 5 bubbles,"A very little restaurant but they provide amazing food and they are the nicest people you will meet. Loved it, would happily come again when in NY!"
4.5 of 5 bubbles,We stayed overnight in Kennewick and discovered this by accident. Great bistro run by father and son. Food was great and restaurant is small enough that it doesnâ€™t get noisy. Wines by the glass were a little on the pricey side but were wonderful. We...More
4.5 of 5 bubbles,"We just had lunch but the selections and preparation were very good. I had a fried egg BLT that was quite tasty, my companion had the Chicken sammy and liked ti very much, my wife has a side of grilled broccolini that was excellent, and...More"
4.5 of 5 bubbles,"The food is delicious, atmosphere is very appealing.  I thoroughly enjoyed my dinner at Salis Bistro.  Will definitely be back."
4.5 of 5 bubbles,
4.5 of 5 bubbles,
4 of 5 bubbles,"If your in Spokane, this is a must go place. Set in a historical railroad dining car, the place is small but with great food. Primarily specializing in breakfast, there are a variety of items on the menu. My wife had a burger with fries,...More"
4.5 of 5 bubbles,Just found this little gem in New york. What a find food was fantastic and service was amazing. My friend and I had the $11 lunch special which was more than enough food . I had my favorite green thai curry and absolutely loved it....More
4.5 of 5 bubbles,Always enjoy eating at Asado. Itâ€™s my wifeâ€™s favorite.  Itâ€™s not cheap...but mostly worth it.    Donâ€™t understand that 5% service charge tho.
4.5 of 5 bubbles,"Make sure you have a reservation as we showed up at our appointed time and there were people waiting for a table. We basically sat right down to the ""looks"" of them....
Even though it was a Monday night, the place was packed and loud...the...More"
4 of 5 bubbles,"This place is on S. Austin on Manchaca. It is so good, better than Salt Lick. The line is long at times but not nearly as long at Franklins. Itâ€™s reasonably priced and they give you plenty to eat. My favorite bbq in town."
4.5 of 5 bubbles,"Our family has become snobby when it comes to pizza.  Chain stores donâ€™t cut it.  THIS pizza wins an award!  We all loved it.  The sauce and toppings were fresh, and the crust was perfect.  Spectacular!"
4.5 of 5 bubbles,"We came after the lunch rush ended and were immediately seated.  It took awhile to figure out what to order (lots of unique taco options including oxtail) but we were quite happy with our choices:

Blackened Fish tacos - three came on the plate with...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,"Food was good, and lots of choices so everyone in our Group found something to enjoy. Kind of tucked out of the way, but not crowded on the night of our visit. We will be returning."
4.5 of 5 bubbles,
4 of 5 bubbles,Arrived 10 minutes early. Rude hostess. Table was ready. Made us seat in cold lobby after we requested to be seated and wait for the rest of our party. Ignored other guests while speaking to fellow employees. Good food though.
4.5 of 5 bubbles,
4 of 5 bubbles,"Looking for great pizza, amazing salads.....and great service? Need to try it out.  And all done with great service."
4.5 of 5 bubbles,"Good food and excellent service.

We arrived for an early dinner after some errands and within the hour there must have been 10+ people waiting as every table was full.

We were a family of five, shared Caesar Salad, Meat Lovers Pizza, Shrimp Pasta and...More"
